question,answer,Declarative_Text
You were asked some questions about Reynolds' position on whether smoking had been scientifically established to be a cause of lung cancer. Do you recall those questions?,"I do, yes.",
And will you explain for the jury the historical progression of Reynolds' position on w h e t n e r s m o k i n g h a d b e e n s h o w n t o c a u s e l u n g cancer.,"Yes, I can. Starting in the 1950s, early epidemiological reports were coming out and around 1950, that showed an association. In addition to that, there were some animal studies that were done showing that painting cigarette smoke condensate on the backs of mice could produce tumors. So there was a lot of conversation around and public debate around whether or not cigarette smoking and that association was enough to say that it was a cause of disease. And that was debated all through the 1950s in the public health community. At that time Reynolds did not believe that their products were injurious to health, as United Reporting, Inc. CO N J en 18d485d5~a59o4W5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 they stated in public. Come- into 1964 time frame, the Surgeon General had a committee that did research on the whole tobacco and health debate area and concluded, based on their report, that cigarette smoking was a cause of lung cancer, at least in men at that time. The basis by which that conclusion was rendered was was mainly based on -- on the epidemiology. And Reynolds at that time would have felt and did feel that epidemiology was not traditionally what one would base a cause and effect relationship on, that prior to what the Surgeon General had said, prior to that, in order to prove cause and effect, one had to have a number of clinical lines of evidence, experimental lines of evidence that were consistent such as having a mechanism by which that disease would progress in a human being, have animal models that were that were developed and reliable that one could use for testing on those hypothesis, as well as having a good understanding about what the causative agents might be in this case in cigarettes that would that would cause that disease. Those lines of evidence were were lacking in '64. So the Reynolds would not have agreed. They United Reporting, Inc. en CO Bd485d5-a59c-4bf5~94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 would they would have recognized that the association was there and the statistics were sufficient enough proof to -- to say cause and effect. And that position was maintained roughly into the 1980s when Reynolds began using risk factor analysis. So epidemiology became a much more popular tool. Statistics the power the statistics were much more -- a tool that was used much more in the medical community. And so those terminology that terminology was adopted in the 1980s. And then certainly in the 1990s it was a major risk factor, that would have been Reynold's position. And finally in 2000f because of the complexities and the issues as to why Reynolds wouldn't say cause and effect because of the -- the science and the complexity of trying to explain that, I think Reynolds' position was misunderstood. And they basically altered their position in 2000 and said it's basically a cause of lung cancer.",
"You were asked some questions about a United Reporting, Inc. 8d48M5-a59c-4bf 5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 former American Tobacco company exectjtive named Robert Hexmann. Do you recall those questions?",I do.,
And you were asked whether or not you looked at his testimony in preparation to this deposition?,"I did, yes.",
Was Mr. Heimann in that deposition asked questions about whether or not American's position was that smoking was associated with,"He was asked those questions, yes.",
And what was his testimony about the position of American Tobacco Company and whether smoking was associated with disease?,He agreed in that deposition that American did recognize the association and had always recognized the association. Mr. McFharlin about a Dr. Murray Senkus and his participation in the National Cancer Institute Tobacco Working Group. Do you recall that?,
"Do you know whether or not the highest United Reporting, Inc. Ol ro 18d485d5-a59c-4bf5-94c3-244fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 levels of the company supported Dr. Senkus' work on the Tobacco Working Group? n J_ ~~","I do know that they did, yes.",
And how do you know that?,Because I've seen internal company documents from the head of the company to Dr. Senkus with regard to that effect.,
Number,,
"Dr. Figlar, I've handed you what's been marked as Exhibit 16, September 23rd, 1968, memorandum to Dr. Murrav Senkus from A. H. Galloway. Who is A.H, Galloway? (Defense Exhibit No. 16 was marked for identification.)","He was the head of Reynolds at the time. f\ T4* A1 ' 1 1 * # 4*1%A 4>1%4 #J yi_.IL.rwj-. *\4> 4l* exhibit, please. There's a section titled Areas of Special Emphasis. Do you see that?",
"Would you read what number one says that Mr. GaUowaytoXdMr. Se,*, that h e sHouXd do. cn United Reporting, Inc. 18d485dS-a59e<4bfS*94c3-2446fed48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 http://i_.IL.rwj","Number one states, ""In the cooperation with others, you should push the work concerning tobacco and health. You should prepare a plan to foster any relationship with the Government personnel in a quest for mutual understanding of facts ultimately to gain their cooperation and proper research of the subject.""",
"And will you read the second Area of Special Emphasis that Mr, Galloway told Mr. Senkus.","Number two is, ""If there is 'a safer'"" --",
Did Dr. Senkus ultimately participate with the National Cancer Institute to produce a y less hazardous cigarette program?,"Yes, he did.",
What was the purpose of that program?,"The purpose of the NCI program? The purpose was to try to understand how one might be ^4 aoie L,o maKe a less nazarcious cigarette.",
"Now, for how long did that program last? United Reporting, Inc. en W IV) 18d485d5-aS9c-4bf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221",Approximately ten years.,
Did Reynolds participate continuously during those entire ten years?,,
Did the NCI Tobacco Working Group sponsor tests on different cigarette types and blends and design technologies?,"They exactly - that's exactly what they did. They tested every general reduction technique that the industry had as well as looking at selective reduction ideas as well, both individual technologies as well as various experimental blends and and regular blends. So yes, they looked that up.",
What were the results of that testing with respect to cigarette design technologies?,"The overall result was the technologies at the industry had developed over -- over a couple of decades showed to, in general, reduce things like tar, nicotine, Co, as well as reducing the response in animal studies for a whole host of them. There was there was a large actual scorecard that actually the Surgeon United Reporting, Inc. S4 5?S2221 Ol no 18d485d5-a59c^bf 5-94c 3-2446f cd48daO Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 General published, I think, in 19- either '79 or '81, I can never remember, that summarizes NCI TWG work as well as the five volumes of reports that the NCI TWG actually published as well.",
"Even though Reynolds at that time was taking* the position that it hadn' t been / S C l c I l t X Z l C a l i y Q S U O O H S I I C Q u l a t SmQJCXng Was a cause of lung cancer, what impact, if any, did that have on Reynolds' efforts to try to reduce the risk of cigarette smoke?","The -- the position that they had, it didn't -- it didn't have an influence on the work that was going on, because the operating premise that Reynolds was working under in terms of cigarette design was that it it could possibly be related to health-related issues, so what can we do to try to minimize that. And so that was the premise that they worked under from a design perspective.",
"If you'll turn to demonstrative 11, please. Dem-11 we'll mark as this 17. The 5 that? United Reporting, Inc. 18d485d5-a59c-4bf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 (Defense Exhibit No. 17 was marked for identification.)",I do.,
"Dr. Figlar, do you know whether or not Reynolds' scientists have been cited by the U.S. Surgeon General in its in its historical reports about cigarette smoking and health?","They have oftentimes, yes.",
What do you have depicted on this slide?,"What is depicted on this slide is pictures of the actual covers of the Surgeon General's reports over time, or a set of them, whether -- the original from '64 all the way up to 2010 and a representation of the Reynolds' scientists that are quoted in those individual reports.",
