question,answer,Declarative_Text
Please state your full name.,My name is James Figlar.
"And if you oould read the third paragraph d^>wn into the record, please.","For now, however, we must recognize that continued tobaooo exposure in the population will ciuse a great deal of human suffering for many decades. Thus, we must not rest upon the laurels o$ the past quarter century. As long as ohildren aijid adolescents continue to find reasons to use VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 MUMWVMMMm* o CD Cn http://www.veritext.com tobacco, replacements will be recruited for at least some of the smokers who quit or who die prematurely. If current trends continue, these replacements will be found disproportionately among minority groups, among the less educated, among the mbst economically disadvantaged, and among women."
"Doctor, as the maker of oigarettes, do you agree that we must recognize that continued tobacco exposure in our population will continue to cause a great deal of suffering for many decades?",
"And if you oould turn the page, and there's a section that says ohildren and a^ole.oents; do you .. that?",I do.
"And if you could read the second paragraph where it says research, through the next paragraph, and then I will probably have one more question.","I'm sorry. The seoond paragraph says, if VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com the it starts with if the adult rate"
Okay. You can start from there. That's fplne. Go ahead. Read those two paragraphs.,"It says, if the adult rate of smoking were tp continue at the present level, the impact of smoking on the future health and welfare of today's ohildren would be enormous. Research has shown that one-fourth or more of all regular cigarette smokers die of smoking-related diseases. If ra-Lllion of the 70 million children now living in the United States smoked oigarettes as adults, about"
"And, Doctor, the last paragraph of that page says that these two factors refute the argument that smoking is a matter of free choice. Most smokers start as teenagers and then become addicted, correct?",That's what it says.
"All right. Thank you very much, Doctor. I appreciate your time.",
"Dr. Figlar, stay, on the same exhibit. I want to have you read two more things on on Page Roman numeral iv. It's right before what you were just reading.",Okay.
I'm going to do you see on the left-hand column there is a sentence that begins the anti-smoking campaign?,"It does, yes."
"Did the '89 Surgeon General's Report report that, quote, the anti-smoking campaign has been a major public health success. Those who have participated in the campaign can take tremendous pride in the progress that has been mad; do you VERITEXT REPORTING COMPANY 212-2^9-9424 www.veritext.com 212-490-3430 http://www.veritext.com c N..** c see biiftbf",Yes.
"And then right above it, do you see a sentence that begins within?","Yes,"
"Does the Surgeon General also report in 1&89, within this evolving social milieu, the papulation has been giving up smoking in increasing numbers. Nearly half of all living adults who ever smoked have quit; do you see that? *\.",
